ISO Codes,Title
ISO 12628:2022,"/Amd 1:2025Thermal insulating products for building equipment and industrial installations — Determination of dimensions, squareness and linearity of preformed pipe insulation — Amendment 1"
ISO 12629:2022,Thermal insulating products for building equipment and industrial installations — Determination of water vapour transmission properties of preformed pipe insulation
ISO 15148:2002,/Amd 1:2016Hygrothermal performance of building materials and products — Determination of water absorption coefficient by partial immersion — Amendment 1
ISO 16478:2023,Thermal insulation products — Vacuum insulation panels (VIPs) — Specification
ISO 17738-1:2021,Thermal insulation products — Exterior insulation finish systems — Part 1: Materials
ISO 18096:2022,Thermal insulating products for building equipment and industrial installations — Determination of maximum service temperature for preformed pipe insulation
ISO 18097:2022,Thermal insulating products for building equipment and industrial installations — Determination of maximum service temperature
ISO 18098:2022,Thermal insulating products for building equipment and industrial installations — Determination of the apparent density of preformed pipe insulation
ISO 18099:2022,Thermal insulating products for building equipment and industrial installations — Determination of the coefficient of thermal expansion
ISO 22482:2021,Thermal insulation products — Aerogel blanket for buildings — Specification
ISO 23766:2022,Thermal insulating products for industrial installations — Determination of the coefficient of linear thermal expansion at sub-ambient temperatures
ISO 24260:2022,Thermal insulation products — Hemp fiber mat and board — Specification
ISO 24285:2022,Thermal insulation for building equipment and industrial installations — Cellular glass products — Specification
ISO 29465:2022,Thermal insulating products for building applications — Determination of length and width
ISO 29466:2022,Thermal insulating products for building applications — Determination of thickness
ISO 29467:2008,/Amd 1:2014Thermal insulating products for building applications — Determination of squareness — Amendment 1
ISO 29468:2022,Thermal insulating products for building applications — Determination of flatness
ISO 29469:2022,Thermal insulating products for building applications — Determination of compression behaviour
ISO 29471:2008,/Amd 1:2014Thermal insulating products for building applications — Determination of dimensional stability under constant normal laboratory conditions (23 degrees C/50 % relative humidity) — Amendment 1
ISO 29472:2008,/Amd 1:2014Thermal insulating products for building applications — Determination of dimensional stability under specified temperature and humidity conditions — Amendment 1
ISO 29766:2022,Thermal insulating products for building applications — Determination of tensile strength parallel to faces
ISO 29768:2022,Thermal insulating products for building applications — Determination of linear dimensions of test specimens
ISO 29770:2022,Thermal insulating products for building applications — Determination of thickness for floating-floor insulating products
ISO 29771:2008,/Amd 1:2014Thermal insulating materials for building applications — Determination of organic content — Amendment 1
ISO 6781-1:2023,"Performance of buildings — Detection of heat, air and moisture irregularities in buildings by infrared methods — Part 1: General procedures"
ISO 7615-1:2024,Energy performance of building systems — Underfloor air distribution systems — Part 1: General overview
ISO 9869-2:2018,/Amd 1:2021Thermal insulation — Building elements — In-situ measurement of thermal resistance and thermal transmittance — Part 2: Infrared method for frame structure dwelling — Amendment 1: Example of calculation of uncertainty analysis
ISO 9869-3:2023,Thermal insulation of building elements — In-situ measurement of thermal resistance and thermal transmittance — Part 3: Probe insertion method
ISO 10077-2:2017,"/Amd 1:2024Thermal performance of windows, doors and shutters — Calculation of thermal transmittance — Part 2: Numerical method for frames — Amendment 1"
ISO 10456:2007,/Cor 1:2009Building materials and products — Hygrothermal properties — Tabulated design values and procedures for determining declared and design thermal values — Technical Corrigendum 1
ISO 12241:2022,Thermal insulation for building equipment and industrial installations — Calculation rules
ISO 12567-1:2010,/Cor 1:2010Thermal performance of windows and doors — Determination of thermal transmittance by the hot-box method — Part 1: Complete windows and doors — Technical Corrigendum 1
ISO 12572:2016,/Amd 1:2024Hygrothermal performance of building materials and products — Determination of water vapour transmission properties — Cup method — Amendment 1
ISO 15927-5:2004,/Amd 1:2011Hygrothermal performance of buildings — Calculation and presentation of climatic data — Part 5: Data for design heat load for space heating — Amendment 1
ISO 18292:2011,/Cor 1:2012Energy performance of fenestration systems for residential buildings — Calculation procedure — Technical Corrigendum 1
ISO 18393-1:2023,Thermal insulation products — Determination of settlement — Part 1: Loose-fill insulation for ventilated attics simulating humidity and temperature cycling
ISO 19467-2:2021,Thermal Performance of windows and doors — Determination of solar heat gain coefficient using solar simulator — Part 2: Centre of glazing
ISO 21773:2021,Methods of test and characterization of performance for energy recovery components
ISO 22097:2023,Thermal insulation for buildings — Reflective insulation products — Determination of thermal performance
ISO 24144:2023,Thermal insulation — Test methods for specific heat capacity of thermal insulation for buildings in the high temperature range — Differential scanning calorimetry (DSC) method
ISO/IEC 30134-7:2023,Information technology — Data centres key performance indicators — Part 7: Cooling efficiency ratio (CER)
ISO 52000-3:2023,Energy performance of buildings — Overarching EPB assessment — Part 3: General principles for determination and reporting of primary energy factors (PEF) and CO2 emission coefficients
ISO 52016-3:2023,"Energy performance of buildings — Energy needs for heating and cooling, internal temperatures and sensible and latent heat loads — Part 3: Calculation procedures regarding adaptive building envelope elements"
ISO 52032-1:2022,"Energy performance of buildings — Energy requirements and efficiencies of heating, cooling and domestic hot water (DHW) distribution systems — Part 1: Calculation procedures"
ISO 52120-1:2021,"Energy performance of buildings — Contribution of building automation, controls and building management — Part 1: General framework and procedures"
ISO 52127-1:2021,Energy performance of buildings — Building management system — Part 1: Module M10-12
ISO 717-1:2020,Acoustics — Rating of sound insulation in buildings and of building elements — Part 1: Airborne sound insulation
ISO 717-2:2020,Acoustics — Rating of sound insulation in buildings and of building elements — Part 2: Impact sound insulation
ISO 3382-2:2008,/Cor 1:2009Acoustics — Measurement of room acoustic parameters — Part 2: Reverberation time in ordinary rooms — Technical Corrigendum 1
ISO 3382-3:2022,Acoustics — Measurement of room acoustic parameters — Part 3: Open plan offices
ISO 10052:2021,Acoustics — Field measurements of airborne and impact sound insulation and of service equipment sound — Survey method
ISO 10140-1:2021,Acoustics — Laboratory measurement of sound insulation of building elements — Part 1: Application rules for specific products
ISO 10140-2:2021,Acoustics — Laboratory measurement of sound insulation of building elements — Part 2: Measurement of airborne sound insulation
ISO 10140-3:2021,Acoustics — Laboratory measurement of sound insulation of building elements — Part 3: Measurement of impact sound insulation
ISO 10140-4:2021,Acoustics — Laboratory measurement of sound insulation of building elements — Part 4: Measurement procedures and requirements
ISO 10140-5:2021,Acoustics — Laboratory measurement of sound insulation of building elements — Part 5: Requirements for test facilities and equipment
ISO 10848-5:2020,"Acoustics — Laboratory and field measurement of the flanking transmission for airborne, impact and building service equipment sound between adjoining rooms — Part 5: Radiation efficiencies of building elements"
ISO 11691:2020,Acoustics — Measurement of insertion loss of ducted silencers without flow — Laboratory survey method
ISO 16032:2024,Acoustics — Measurement of sound pressure level from service equipment or activities in buildings — Engineering method
ISO 16283-1:2014,/Amd 1:2017Acoustics — Field measurement of sound insulation in buildings and of building elements — Part 1: Airborne sound insulation — Amendment 1
ISO 16283-2:2020,Acoustics — Field measurement of sound insulation in buildings and of building elements — Part 2: Impact sound insulation
